"";"RecordNo";"Województwo";"RQ2";"Q4";"Q5";"Q6";"Q2";"company";"recomendation";"Age";"recomendations"
"1146";1387;"małopolskie";">25";1995;"Średnie ogólne";"właściciel";25;"Tyrell Corporation";8;"26-30";"neutral"
"1147";1388;"małopolskie";"51-100";1960;"Średnie ogólne";"techniczny";70;"Tyrell Corporation";9;"51<";"promoters"
"1148";1393;"małopolskie";">25";1976;"Wyższe rolnicze";"właściciel";20;"Tyrell Corporation";3;"41-45";"detractors"
"1149";1397;"małopolskie";"250+";1965;"Wyższe";"główny agronom";670;"Tyrell Corporation";9;"51<";"promoters"
"1150";1399;"małopolskie";"100-250";1984;"Średnie ogólne";"właściciel";105;"Tyrell Corporation";9;"36-40";"promoters"
"1151";1403;"małopolskie";"250+";1983;"Średnie ogólne";"właściciel";1100;"Tyrell Corporation";7;"36-40";"neutral"
"1152";1404;"małopolskie";">25";1966;"Średnie ogólne";"właściciel";6;"Tyrell Corporation";5;"51<";"detractors"
"1153";1406;"mazowieckie";"250+";1958;"Średnie ogólne";"agronom ekspert";270;"Tyrell Corporation";8;"51<";"neutral"
"1154";1410;"mazowieckie";">25";1975;"Średnie ogólne";"właściciel";25;"Tyrell Corporation";7;"46-50";"neutral"
"1155";1412;"mazowieckie";"250+";1961;"Średnie ogólne";"agronom ekspert";290;"Tyrell Corporation";2;"51<";"detractors"
"1156";1413;"mazowieckie";"100-250";1961;"Średnie ogólne";"agronom ekspert";167;"Tyrell Corporation";9;"51<";"promoters"
"1157";1415;"mazowieckie";"51-100";1966;"Średnie ogólne";"agronom ekspert";67;"Tyrell Corporation";4;"51<";"detractors"
"1158";1419;"mazowieckie";">25";1975;"Średnie ogólne";"agronom ekspert";10;"Tyrell Corporation";10;"46-50";"promoters"
"1159";1424;"mazowieckie";"250+";1970;"Średnie ogólne";"właściciel";1350;"Tyrell Corporation";6;"51<";"detractors"
"1160";1430;"mazowieckie";"250+";1971;"Średnie ogólne";"techniczny";3500;"Tyrell Corporation";9;"46-50";"promoters"
"1161";1438;"mazowieckie";"100-250";1981;"Średnie technicznezne";"główny agronom";200;"Tyrell Corporation";4;"36-40";"detractors"
"1162";1439;"mazowieckie";"25-50";1969;"Średnie technicznezne";"agronom ekspert";35,6;"Tyrell Corporation";8;"51<";"neutral"
"1163";1440;"mazowieckie";"100-250";1982;"Średnie ogólne";"agronom ekspert";100,1;"Tyrell Corporation";8;"36-40";"neutral"
"1164";1442;"mazowieckie";"250+";1978;"Średnie ogólne";"techniczny";500;"Tyrell Corporation";10;"41-45";"promoters"
"1165";1450;"mazowieckie";">25";1972;"Średnie ogólne";"agronom ekspert";20;"Tyrell Corporation";3;"46-50";"detractors"
"1166";1451;"mazowieckie";"51-100";1983;"Średnie technicznezne";"główny agronom";100;"Tyrell Corporation";9;"36-40";"promoters"
"1167";1458;"mazowieckie";"250+";1981;"Średnie ogólne";"techniczny";950;"Tyrell Corporation";4;"36-40";"detractors"
"1168";1462;"mazowieckie";">25";1975;"Średnie ogólne";"dyrektor";5;"Tyrell Corporation";10;"46-50";"promoters"
"1169";1469;"mazowieckie";">25";1971;"Średnie ogólne";"właściciel";23,5;"Tyrell Corporation";6;"46-50";"detractors"
"1170";1475;"mazowieckie";"100-250";1977;"Średnie technicznezne";"agronom ekspert";220;"Tyrell Corporation";1;"41-45";"detractors"
"1171";1476;"mazowieckie";"250+";1966;"Średnie ogólne";"główny agronom";1000;"Tyrell Corporation";1;"51<";"detractors"
"1172";1477;"mazowieckie";">25";1976;"Średnie ogólne";"główny agronom";5;"Tyrell Corporation";0;"41-45";NA
"1173";1485;"mazowieckie";"25-50";1982;"Średnie technicznezne";"agronom ekspert";28;"Tyrell Corporation";9;"36-40";"promoters"
"1174";1486;"mazowieckie";"250+";1987;"Średnie ogólne";"właściciel";1000;"Tyrell Corporation";10;"31-35";"promoters"
"1175";1488;"mazowieckie";"100-250";1962;"Średnie ogólne";"właściciel";123;"Tyrell Corporation";3;"51<";"detractors"
"1176";1490;"mazowieckie";"100-250";1973;"Średnie technicznezne";"techniczny";110;"Tyrell Corporation";8;"46-50";"neutral"
"1177";1491;"opolskie";"51-100";1968;"Średnie ogólne";"właściciel";100;"Tyrell Corporation";5;"51<";"detractors"
"1178";1501;"opolskie";"100-250";1966;"Średnie ogólne";"techniczny";154;"Tyrell Corporation";7;"51<";"neutral"
"1179";1503;"opolskie";"51-100";1967;"Średnie ogólne";"agronom ekspert";90;"Tyrell Corporation";2;"51<";"detractors"
"1180";1504;"opolskie";"100-250";1967;"Średnie ogólne";"główny agronom";103;"Tyrell Corporation";3;"51<";"detractors"
"1181";1508;"opolskie";"100-250";1976;"Średnie ogólne";"agronom ekspert";165;"Tyrell Corporation";6;"41-45";"detractors"
"1182";1514;"opolskie";"25-50";1989;"Średnie ogólne";"właściciel";30,5;"Tyrell Corporation";6;"31-35";"detractors"
"1183";1525;"opolskie";"25-50";1936;"Średnie ogólne";"właściciel";50;"Tyrell Corporation";10;"51<";"promoters"
"1184";1529;"opolskie";"100-250";1966;"Średnie ogólne";"główny agronom";210;"Tyrell Corporation";5;"51<";"detractors"
"1185";1531;"opolskie";"100-250";1981;"Średnie ogólne";"właściciel";101;"Tyrell Corporation";6;"36-40";"detractors"
"1186";1540;"opolskie";"250+";1954;"Średnie ogólne";"właściciel";370;"Tyrell Corporation";7;"51<";"neutral"
"1187";1543;"podkarpackie";"100-250";1979;"Wyższe";"główny agronom";200;"Tyrell Corporation";1;"41-45";"detractors"
"1188";1545;"podkarpackie";">25";1971;"Średnie ogólne";"właściciel";10;"Tyrell Corporation";7;"46-50";"neutral"
"1189";1546;"podkarpackie";"25-50";1964;"Średnie ogólne";"główny agronom";48;"Tyrell Corporation";10;"51<";"promoters"
"1190";1548;"podkarpackie";"100-250";1982;"Średnie ogólne";"techniczny";138;"Tyrell Corporation";1;"36-40";"detractors"
"1191";1562;"podkarpackie";">25";1988;"Średnie technicznezne";"właściciel";8;"Tyrell Corporation";0;"31-35";NA
"1192";1567;"podkarpackie";">25";1992;"Średnie ogólne";"właściciel";8;"Tyrell Corporation";6;"26-30";"detractors"
"1193";1575;"podkarpackie";"250+";1975;"Średnie ogólne";"dyrektor";550;"Tyrell Corporation";7;"46-50";"neutral"
"1194";1578;"podkarpackie";"250+";1960;"Średnie ogólne";"właściciel";460;"Tyrell Corporation";0;"51<";NA
"1195";1581;"podkarpackie";"100-250";1971;"Średnie ogólne";"właściciel";124;"Tyrell Corporation";10;"46-50";"promoters"
"1196";1583;"podkarpackie";"51-100";1983;"Średnie ogólne";"główny agronom";65,1;"Tyrell Corporation";3;"36-40";"detractors"
"1197";1588;"podlaskie";">25";1986;"Średnie ogólne";"agronom ekspert";8;"Tyrell Corporation";9;"31-35";"promoters"
"1198";1589;"podlaskie";"51-100";1978;"Średnie ogólne";"właściciel";75;"Tyrell Corporation";6;"41-45";"detractors"
"1199";1591;"podlaskie";"51-100";1990;"Średnie ogólne";"właściciel";56;"Tyrell Corporation";1;"31-35";"detractors"
"1200";1593;"podlaskie";"51-100";1980;"Średnie ogólne";"agronom ekspert";55,33;"Tyrell Corporation";0;"41-45";NA
"1201";1594;"podlaskie";"250+";1971;"Średnie ogólne";"dyrektor";600;"Tyrell Corporation";7;"46-50";"neutral"
"1202";1599;"podlaskie";"250+";1988;"Średnie ogólne";"techniczny";2774;"Tyrell Corporation";7;"31-35";"neutral"
"1203";1604;"podlaskie";"51-100";1962;"Średnie ogólne";"agronom ekspert";100;"Tyrell Corporation";4;"51<";"detractors"
"1204";1605;"podlaskie";"51-100";1956;"Średnie ogólne";"agronom ekspert";85;"Tyrell Corporation";10;"51<";"promoters"
"1205";1612;"podlaskie";"51-100";1958;"Średnie ogólne";"główny agronom";62;"Tyrell Corporation";2;"51<";"detractors"
"1206";1615;"podlaskie";"250+";1977;"Średnie ogólne";"właściciel";321;"Tyrell Corporation";5;"41-45";"detractors"
"1207";1626;"podlaskie";"25-50";1965;"Średnie ogólne";"właściciel";36;"Tyrell Corporation";8;"51<";"neutral"
"1208";1629;"podlaskie";"250+";1974;"Średnie ogólne";"główny agronom";600,01;"Tyrell Corporation";3;"46-50";"detractors"
"1209";1633;"podlaskie";">25";1984;"Średnie ogólne";"właściciel";10;"Tyrell Corporation";8;"36-40";"neutral"
"1210";1634;"pomorskie";">25";1997;"Średnie ogólne";"agronom ekspert";15;"Tyrell Corporation";8;"<=25";"neutral"
"1211";1638;"pomorskie";"100-250";1987;"Średnie ogólne";"właściciel";118,22;"Tyrell Corporation";1;"31-35";"detractors"
"1212";1642;"pomorskie";">25";1974;"Średnie ogólne";"agronom ekspert";7,01;"Tyrell Corporation";7;"46-50";"neutral"
"1213";1649;"pomorskie";"51-100";1989;"Średnie ogólne";"właściciel";53;"Tyrell Corporation";7;"31-35";"neutral"
"1214";1651;"pomorskie";">25";1998;"Średnie ogólne";"agronom ekspert";20;"Tyrell Corporation";6;"<=25";"detractors"
"1215";1653;"pomorskie";"25-50";1971;"Średnie technicznezne";"właściciel";38;"Tyrell Corporation";8;"46-50";"neutral"
"1216";1654;"pomorskie";"100-250";1968;"Średnie ogólne";"właściciel";230;"Tyrell Corporation";9;"51<";"promoters"
"1217";1655;"pomorskie";">25";1975;"Wyższe rolnicze";"właściciel";10;"Tyrell Corporation";10;"46-50";"promoters"
"1218";1660;"śląskie";"51-100";1951;"Średnie ogólne";"właściciel";69;"Tyrell Corporation";4;"51<";"detractors"
"1219";1664;"śląskie";"25-50";1966;"Średnie ogólne";"właściciel";43;"Tyrell Corporation";4;"51<";"detractors"
"1220";1665;"śląskie";"100-250";1968;"Średnie ogólne";"właściciel";200;"Tyrell Corporation";5;"51<";"detractors"
"1221";1666;"śląskie";"25-50";1965;"Średnie ogólne";"agronom ekspert";42;"Tyrell Corporation";3;"51<";"detractors"
"1222";1672;"świętokrzyskie";"250+";1955;"Średnie ogólne";"właściciel";300;"Tyrell Corporation";8;"51<";"neutral"
"1223";1674;"świętokrzyskie";"51-100";1977;"Średnie ogólne";"główny agronom";100;"Tyrell Corporation";1;"41-45";"detractors"
"1224";1686;"świętokrzyskie";"51-100";1985;"Średnie ogólne";"właściciel";60;"Tyrell Corporation";1;"36-40";"detractors"
"1225";1692;"świętokrzyskie";"51-100";1966;"Średnie ogólne";"właściciel";80;"Tyrell Corporation";4;"51<";"detractors"
"1226";1694;"świętokrzyskie";"250+";1993;"Średnie ogólne";"agronom ekspert";557;"Tyrell Corporation";2;"26-30";"detractors"
"1227";1697;"warmińsko-mazurskie";"100-250";1962;"Średnie ogólne";"agronom ekspert";141;"Tyrell Corporation";1;"51<";"detractors"
"1228";1705;"warmińsko-mazurskie";"25-50";1986;"Średnie ogólne";"dyrektor";32;"Tyrell Corporation";6;"31-35";"detractors"
"1229";1710;"warmińsko-mazurskie";"51-100";1964;"Średnie ogólne";"agronom ekspert";86;"Tyrell Corporation";9;"51<";"promoters"
"1230";1712;"warmińsko-mazurskie";">25";1985;"Średnie ogólne";"agronom ekspert";25;"Tyrell Corporation";8;"36-40";"neutral"
"1231";1716;"warmińsko-mazurskie";"100-250";1991;"Średnie ogólne";"techniczny";102;"Tyrell Corporation";9;"26-30";"promoters"
"1232";1717;"warmińsko-mazurskie";"51-100";1996;"Średnie ogólne";"techniczny";51;"Tyrell Corporation";6;"<=25";"detractors"
"1233";1718;"wielkopolskie";">25";1984;"Średnie ogólne";"agronom ekspert";25;"Tyrell Corporation";9;"36-40";"promoters"
"1234";1719;"wielkopolskie";"250+";1999;"Średnie ogólne";"techniczny";500;"Tyrell Corporation";4;"<=25";"detractors"
"1235";1724;"wielkopolskie";"250+";1994;"Średnie ogólne";"właściciel";460,1;"Tyrell Corporation";10;"26-30";"promoters"
"1236";1725;"wielkopolskie";"250+";1981;"Średnie ogólne";"agronom ekspert";310;"Tyrell Corporation";9;"36-40";"promoters"
"1237";1729;"wielkopolskie";"250+";1997;"Średnie ogólne";"techniczny";450;"Tyrell Corporation";7;"<=25";"neutral"
"1238";1733;"wielkopolskie";"25-50";1981;"Średnie ogólne";"techniczny";50;"Tyrell Corporation";1;"36-40";"detractors"
"1239";1734;"wielkopolskie";"250+";1996;"Średnie ogólne";"główny agronom";409;"Tyrell Corporation";6;"<=25";"detractors"
"1240";1739;"wielkopolskie";"51-100";1994;"Średnie ogólne";"główny agronom";65,5;"Tyrell Corporation";7;"26-30";"neutral"
"1241";1740;"wielkopolskie";"100-250";1980;"Średnie ogólne";"główny agronom";163;"Tyrell Corporation";4;"41-45";"detractors"
"1242";1746;"wielkopolskie";"100-250";1986;"Średnie ogólne";"właściciel";136;"Tyrell Corporation";4;"31-35";"detractors"
"1243";1749;"wielkopolskie";"250+";1986;"Średnie ogólne";"agronom ekspert";1200;"Tyrell Corporation";2;"31-35";"detractors"
"1244";1752;"wielkopolskie";"250+";1982;"Średnie ogólne";"agronom ekspert";800;"Tyrell Corporation";6;"36-40";"detractors"
"1245";1754;"wielkopolskie";"51-100";1985;"Średnie ogólne";"techniczny";100;"Tyrell Corporation";4;"36-40";"detractors"
"1246";1763;"wielkopolskie";"250+";1990;"Średnie ogólne";"techniczny";300;"Tyrell Corporation";8;"31-35";"neutral"
"1247";1767;"wielkopolskie";"100-250";1986;"Średnie ogólne";"techniczny";146;"Tyrell Corporation";6;"31-35";"detractors"
"1248";1771;"wielkopolskie";"51-100";1981;"Średnie ogólne";"agronom ekspert";100;"Tyrell Corporation";2;"36-40";"detractors"
"1249";1777;"wielkopolskie";"250+";1988;"Średnie ogólne";"główny agronom";360;"Tyrell Corporation";5;"31-35";"detractors"
"1250";1783;"wielkopolskie";">25";1977;"Średnie ogólne";"główny agronom";21,5;"Tyrell Corporation";8;"41-45";"neutral"
"1251";1792;"wielkopolskie";"250+";1997;"Wyższe";"techniczny";300;"Tyrell Corporation";10;"<=25";"promoters"
"1252";1799;"wielkopolskie";">25";1979;"Średnie ogólne";"właściciel";5;"Tyrell Corporation";10;"41-45";"promoters"
"1253";1800;"wielkopolskie";">25";1992;"Średnie ogólne";"dyrektor";24;"Tyrell Corporation";6;"26-30";"detractors"
"1254";1824;"wielkopolskie";"100-250";1983;"Średnie ogólne";"agronom ekspert";160;"Tyrell Corporation";4;"36-40";"detractors"
"1255";1828;"wielkopolskie";"100-250";1990;"Średnie technicznezne";"techniczny";118;"Tyrell Corporation";3;"31-35";"detractors"
"1256";1838;"wielkopolskie";"100-250";1974;"Wyższe rolnicze";"główny agronom";250;"Tyrell Corporation";3;"46-50";"detractors"
"1257";1846;"wielkopolskie";"51-100";1979;"Średnie ogólne";"techniczny";83;"Tyrell Corporation";7;"41-45";"neutral"
"1258";1851;"wielkopolskie";"250+";1966;"Średnie ogólne";"techniczny";500;"Tyrell Corporation";8;"51<";"neutral"
"1259";1860;"wielkopolskie";">25";1987;"Średnie ogólne";"główny agronom";10;"Tyrell Corporation";2;"31-35";"detractors"
"1260";1863;"wielkopolskie";">25";1998;"Średnie ogólne";"techniczny";20;"Tyrell Corporation";1;"<=25";"detractors"
"1261";1866;"wielkopolskie";">25";1994;"Średnie ogólne";"techniczny";20;"Tyrell Corporation";1;"26-30";"detractors"
"1262";1869;"wielkopolskie";"100-250";1972;"Średnie ogólne";"główny agronom";175;"Tyrell Corporation";6;"46-50";"detractors"
"1263";1870;"wielkopolskie";"100-250";1997;"Średnie ogólne";"techniczny";111;"Tyrell Corporation";3;"<=25";"detractors"
"1264";1873;"wielkopolskie";"25-50";1986;"Średnie ogólne";"techniczny";29;"Tyrell Corporation";4;"31-35";"detractors"
"1265";1909;"wielkopolskie";"100-250";1975;"Średnie ogólne";"techniczny";115;"Tyrell Corporation";4;"46-50";"detractors"
"1266";1924;"wielkopolskie";"51-100";1995;"Średnie ogólne";"techniczny";66;"Tyrell Corporation";5;"26-30";"detractors"
"1267";1928;"wielkopolskie";"25-50";1968;"Średnie ogólne";"główny agronom";26;"Tyrell Corporation";4;"51<";"detractors"
"1268";1938;"zachodniopomorskie)";"51-100";1981;"Średnie technicznezne";"właściciel";87;"Tyrell Corporation";4;"36-40";"detractors"
"1269";1945;"zachodniopomorskie)";">25";1989;"Średnie ogólne";"główny agronom";15;"Tyrell Corporation";6;"31-35";"detractors"
"1270";1958;"zachodniopomorskie)";">25";1969;"Średnie ogólne";"dyrektor";21,4;"Tyrell Corporation";8;"51<";"neutral"
"1271";1963;"mazowieckie";"25-50";1963;"Średnie technicznezne";"agronom ekspert";36;"Tyrell Corporation";5;"51<";"detractors"
"1272";1966;"lubuskie";"51-100";1960;"Średnie technicznezne";"właściciel";84;"Tyrell Corporation";6;"51<";"detractors"
"1273";1969;"wielkopolskie";"25-50";1982;"Średnie technicznezne";"agronom ekspert";40;"Tyrell Corporation";8;"36-40";"neutral"
"1274";1973;"kujawsko-pomorskie";"51-100";1979;"Wyższe";"główny agronom";85;"Tyrell Corporation";8;"41-45";"neutral"
"1275";1976;"łódzkie";">25";1973;"Średnie ogólne";"agronom ekspert";18;"Tyrell Corporation";9;"46-50";"promoters"
"1276";1977;"lubelskie";"51-100";1986;"Średnie ogólne";"właściciel";95;"Tyrell Corporation";1;"31-35";"detractors"
"1277";1978;"pomorskie";">25";1964;"Średnie technicznezne";"właściciel";11;"Tyrell Corporation";1;"51<";"detractors"
"1278";1983;"mazowieckie";"51-100";1966;"Średnie ogólne";"dyrektor";58;"Tyrell Corporation";3;"51<";"detractors"
"1279";1984;"podkarpackie";"25-50";1994;"Średnie ogólne";"właściciel";39;"Tyrell Corporation";2;"26-30";"detractors"
"1280";1987;"kujawsko-pomorskie";"250+";1968;"Średnie ogólne";"właściciel";1445;"Tyrell Corporation";6;"51<";"detractors"
"1281";1988;"lubuskie";"25-50";1970;"Średnie ogólne";"właściciel";37;"Tyrell Corporation";6;"51<";"detractors"
"1282";1992;"dolnośląskie";"25-50";1981;"Średnie ogólne";"techniczny";39;"Tyrell Corporation";3;"36-40";"detractors"
"1283";1994;"wielkopolskie";">25";1977;"Średnie technicznezne";"agronom ekspert";23;"Tyrell Corporation";2;"41-45";"detractors"
"1284";1998;"wielkopolskie";"25-50";1976;"Średnie ogólne";"agronom ekspert";37;"Tyrell Corporation";4;"41-45";"detractors"
"1285";2001;"lubuskie";"51-100";1978;"Średnie ogólne";"techniczny";68;"Tyrell Corporation";9;"41-45";"promoters"
"1286";2004;"wielkopolskie";"51-100";1965;"Wyższe";"główny agronom";90;"Tyrell Corporation";5;"51<";"detractors"
"1287";2007;"wielkopolskie";">25";1970;"Średnie technicznezne";"właściciel";17;"Tyrell Corporation";1;"51<";"detractors"
"1288";2012;"małopolskie";"25-50";1971;"Średnie ogólne";"techniczny";35;"Tyrell Corporation";9;"46-50";"promoters"
"1289";2017;"śląskie";"51-100";1997;"Średnie ogólne";"agronom ekspert";72;"Tyrell Corporation";2;"<=25";"detractors"
"1290";2019;"wielkopolskie";"25-50";1982;"Średnie ogólne";"agronom ekspert";41;"Tyrell Corporation";1;"36-40";"detractors"
"1291";2021;"lubuskie";"250+";1968;"Średnie ogólne";"właściciel";2215;"Tyrell Corporation";5;"51<";"detractors"
"1292";2022;"wielkopolskie";">25";1969;"Średnie ogólne";"właściciel";18;"Tyrell Corporation";10;"51<";"promoters"
"1293";2023;"lubuskie";"51-100";1982;"Średnie ogólne";"techniczny";73;"Tyrell Corporation";8;"36-40";"neutral"
"1294";2025;"pomorskie";"25-50";1973;"Średnie ogólne";"techniczny";46;"Tyrell Corporation";3;"46-50";"detractors"
"1295";2029;"dolnośląskie";"51-100";1986;"Średnie ogólne";"właściciel";99;"Tyrell Corporation";9;"31-35";"promoters"
"1296";2033;"kujawsko-pomorskie";">25";1971;"Średnie technicznezne";"techniczny";10;"Tyrell Corporation";3;"46-50";"detractors"
"1297";2037;"wielkopolskie";"51-100";1997;"Średnie ogólne";"techniczny";87;"Tyrell Corporation";4;"<=25";"detractors"
"1298";2040;"pomorskie";">25";1983;"Średnie ogólne";"agronom ekspert";12;"Tyrell Corporation";9;"36-40";"promoters"
"1299";2045;"podlaskie";"51-100";1980;"Średnie ogólne";"główny agronom";98;"Tyrell Corporation";7;"41-45";"neutral"
"1300";2049;"świętokrzyskie";"250+";1984;"Średnie ogólne";"dyrektor";2352;"Tyrell Corporation";8;"36-40";"neutral"
"1301";2051;"śląskie";"51-100";1984;"Średnie ogólne";"właściciel";60;"Tyrell Corporation";4;"36-40";"detractors"
"1302";2054;"opolskie";"51-100";1969;"Średnie technicznezne";"główny agronom";75;"Tyrell Corporation";2;"51<";"detractors"
"1303";2056;"lubelskie";"25-50";1955;"Średnie ogólne";"właściciel";37;"Tyrell Corporation";5;"51<";"detractors"
"1304";2058;"zachodniopomorskie)";"51-100";1988;"Średnie ogólne";"główny agronom";98;"Tyrell Corporation";5;"31-35";"detractors"
"1305";2059;"podlaskie";"51-100";1975;"Średnie ogólne";"agronom ekspert";72;"Tyrell Corporation";2;"46-50";"detractors"
"1306";2060;"lubuskie";"100-250";1964;"Średnie technicznezne";"właściciel";160;"Tyrell Corporation";2;"51<";"detractors"
"1307";2063;"łódzkie";"51-100";1983;"Średnie technicznezne";"główny agronom";83;"Tyrell Corporation";2;"36-40";"detractors"
"1308";2064;"podlaskie";"51-100";1969;"Średnie technicznezne";"agronom ekspert";62;"Tyrell Corporation";1;"51<";"detractors"
"1309";2066;"mazowieckie";"250+";1990;"Średnie ogólne";"właściciel";1241;"Tyrell Corporation";8;"31-35";"neutral"
